county,precinct,office,district,party,candidate,votes,trump,clinton,castle,johnson,la riva,de la fuente,moorehead,stein,kennedy,write-in
Camden,Collingswood Dist 6,President,,Socialism and Liberation,Gloria La Riva,1,,,,,,,,,,
Camden,Collingswood Dist 7,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Collingswood Dist 8,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Collingswood Dist 9,President,,Socialism and Liberation,Gloria La Riva,1,,,,,,,,,,
Camden,Collingswood Dist 10,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Collingswood Dist 11,President,,Socialism and Liberation,Gloria La Riva,1,,,,,,,,,,
Camden,Collingswood Dist 12,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Collingswood Mail-In Ballot,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Collingswood Provisional,President,,Socialism and Liberation,Gloria La Riva,1,,,,,,,,,,
Camden,Collingswood Emergency,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Collingswood Borough,President,,Socialism and Liberation,Gloria La Riva,5,,,,,,,,,,
Camden,Gibbsboro Dist 1,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gibbsboro Dist 2,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gibbsboro Mail-In Ballot,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gibbsboro Provisional,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gibbsboro Emergency Ballots,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gibbsboro Borough,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester City W1 D1,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester City W1 D2,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester City W1 D3,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester City Ward 1 Mail-In Ballot,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester City Ward 1,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester City W1,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester City W2 D1,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester City W2 D2,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester City W2 D3,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester City Ward 2 Mail-In Ballot,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester City Ward 2,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester City W2,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester City W3 D1,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester City W3 D2,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester City Ward 3 Mail-In Ballot,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester City Ward 3,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester City W3,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,City of Gloucester,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 1,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 2,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 3,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 4,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 5,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 6,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 7,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 8,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 9,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 10,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 11,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 12,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 13,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 14,President,,Socialism and Liberation,Gloria La Riva,1,,,,,,,,,,
Camden,Gloucester Twp Dist 15,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 16,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 17,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 18,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 19,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 20,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 21,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 22,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 23,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 24,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 25,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 26,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 27,President,,Socialism and Liberation,Gloria La Riva,1,,,,,,,,,,
Camden,Gloucester Twp Dist 28,President,,Socialism and Liberation,Gloria La Riva,1,,,,,,,,,,
Camden,Gloucester Twp Dist 29,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 30,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 31,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 32,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 33,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 34,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 35,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 36,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 37,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 38,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 39,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Dist 40,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Mail-In Ballot,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp Provisional,President,,Socialism and Liberation,Gloria La Riva,1,,,,,,,,,,
Camden,Gloucester Twp Emergency,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Gloucester Twp,President,,Socialism and Liberation,Gloria La Riva,4,,,,,,,,,,
Camden,Haddon Heights Dist 1,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddon Heights Dist 2,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddon Heights Dist 3,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddon Heights Dist 4,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddon Heights Dist 5,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddon Heights Dist 6,President,,Socialism and Liberation,Gloria La Riva,1,,,,,,,,,,
Camden,Haddon Heights Dist 7,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddon Heights Mail-In Ballot,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddon Heights Provisional,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddon Heights Emergency,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddon Heights Borough,President,,Socialism and Liberation,Gloria La Riva,1,,,,,,,,,,
Camden,Haddon Twp Dist 1,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddon Twp Dist 2,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddon Twp Dist 3,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddon Twp Dist 4,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddon Twp Dist 5,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddon Twp Dist 6,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddon Twp Dist 7,President,,Socialism and Liberation,Gloria La Riva,1,,,,,,,,,,
Camden,Haddon Twp Dist 8,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddon Twp Dist 9,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddon Twp Dist 10,President,,Socialism and Liberation,Gloria La Riva,1,,,,,,,,,,
Camden,Haddon Twp Dist 11,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddon Twp Dist 12,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddon Twp Dist 13,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddon Twp Dist 14,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddon Twp Dist 15,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddon Twp Mail-In Ballot,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddon Twp Provisional,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddon Twp Emergency,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddon Twp,President,,Socialism and Liberation,Gloria La Riva,2,,,,,,,,,,
Camden,Haddonfield Dist 1,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddonfield Dist 2,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddonfield Dist 3,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddonfield Dist 4,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddonfield Dist 5,President,,Socialism and Liberation,Gloria La Riva,1,,,,,,,,,,
Camden,Haddonfield Dist 6,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddonfield Dist 7,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddonfield Dist 8,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddonfield Dist 9,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddonfield Dist 10,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddonfield Mail-In Ballot,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddonfield Provisional,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddonfield Emergency,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Haddonfield Borough,President,,Socialism and Liberation,Gloria La Riva,1,,,,,,,,,,
Camden,Hi-Nella Dist 1,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Hi-Nella Mail-In Ballot,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Hi-Nella Provisional,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Hi-Nella Emergency Ballots,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Hi-Nella Borough,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Laurel Springs Dist 1,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Laurel Springs Dist 2,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Laurel Springs Mail-In Ballot,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Laurel Springs Provisional,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Laurel Springs Emergency,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Laurel Springs Borough,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Lawnside Dist 1,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Lawnside Dist 2,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Lawnside Mail-In Ballot,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Lawnside Provisional,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Lawnside Emergency Ballots,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Lawnside Borough,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Lindenwold Dist 1,President,,Socialism and Liberation,Gloria La Riva,1,,,,,,,,,,
Camden,Lindenwold Dist 2,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Lindenwold Dist 3,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Lindenwold Dist 4,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Lindenwold Dist 5,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Lindenwold Dist 6,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Lindenwold Dist 7,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Lindenwold Dist 8,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Lindenwold Dist 9,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Lindenwold Mail-In Ballot,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Lindenwold Provisional,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Lindenwold Emergency,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Lindenwold Borough,President,,Socialism and Liberation,Gloria La Riva,1,,,,,,,,,,
Camden,Magnolia Dist 1,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Magnolia Dist 2,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Magnolia Dist 3,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Magnolia Dist 4,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Magnolia Mail-In Ballot,President,,Socialism and Liberation,Gloria La Riva,1,,,,,,,,,,
Camden,Magnolia Provisional,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Magnolia Emergency Ballots,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Magnolia Borough,President,,Socialism and Liberation,Gloria La Riva,2,,,,,,,,,,
Camden,Merchantville Dist 1,President,,Socialism and Liberation,Gloria La Riva,1,,,,,,,,,,
Camden,Merchantville Dist 2,President,,Socialism and Liberation,Gloria La Riva,1,,,,,,,,,,
Camden,Merchantville Dist 3,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Merchantville Mail-In Ballot,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Merchantville Provisional,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Merchantville Emergency,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Merchantville Borough,President,,Socialism and Liberation,Gloria La Riva,2,,,,,,,,,,
Camden,Mt. Ephraim Dist 1,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Mt. Ephraim Dist 2,President,,Socialism and Liberation,Gloria La Riva,1,,,,,,,,,,
Camden,Mt. Ephraim Dist 3,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Mt. Ephraim Dist 4,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Mt. Ephraim Mail-In Ballot,President,,Socialism and Liberation,Gloria La Riva,1,,,,,,,,,,
Camden,Mt. Ephraim Provisional,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Mt. Ephraim Emergency,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Mt. Ephraim Borough,President,,Socialism and Liberation,Gloria La Riva,1 1,,,,,,,,,,
Camden,Oaklyn Dist 1,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Oaklyn Dist 2,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Oaklyn Dist 3,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Oaklyn Dist 4,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Oaklyn Mail-In Ballot,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Oaklyn Provisional,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Oaklyn Emergency Ballots,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Oaklyn Borough,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Pennsauken Dist 1,President,,Socialism and Liberation,Gloria La Riva,1,,,,,,,,,,
Camden,Pennsauken Dist 2,President,,Socialism and Liberation,Gloria La Riva,1 1,,,,,,,,,,
Camden,Pennsauken Dist 3,President,,Socialism and Liberation,Gloria La Riva,1 1,,,,,,,,,,
Camden,Pennsauken Dist 4,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Pennsauken Dist 5,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Pennsauken Dist 6,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Pennsauken Dist 7,President,,Socialism and Liberation,Gloria La Riva,2,,,,,,,,,,
Camden,Pennsauken Dist 8,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Pennsauken Dist 9,President,,Socialism and Liberation,Gloria La Riva,1,,,,,,,,,,
Camden,Pennsauken Dist 10,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Pennsauken Dist 11,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Pennsauken Dist 12,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Pennsauken Dist 13,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Pennsauken Dist 14,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Pennsauken Dist 15,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Pennsauken Dist 16,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Pennsauken Dist 17,President,,Socialism and Liberation,Gloria La Riva,1,,,,,,,,,,
Camden,Pennsauken Dist 18,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Pennsauken Dist 19,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Pennsauken Dist 20,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Pennsauken Dist 21,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Pennsauken Dist 22,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Pennsauken Dist 23,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Pennsauken Dist 24,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Pennsauken Mail-In Ballot,President,,Socialism and Liberation,Gloria La Riva,1,,,,,,,,,,
Camden,Pennsauken Provisional,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Pennsauken Emergency,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Pennsauken Twp,President,,Socialism and Liberation,Gloria La Riva,7,,,,,,,,,,
Camden,Pine Hill Dist 1,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Pine Hill Dist 2,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Pine Hill Dist 3,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Pine Hill Dist 4,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Pine Hill Dist 5,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Pine Hill Dist 6,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Pine Hill Mail-In Ballot,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
Camden,Pine Hill Provisional,President,,Socialism and Liberation,Gloria La Riva,1,,,,,,,,,,
Camden,Pine Hill Emergency Ballots,President,,Socialism and Liberation,Gloria La Riva,,,,,,,,,,,
